200 8000
2970 3625 1
2219 4512 4
574 2835 2
2574 4307 1
773 5175 1
165 4213 2
7808 6986 1
897 7712 4
2437 3032 2
1875 7009 2
6346 5503 4
3701 7843 3
1368 3784 3
379 1485 1
530 7593 2
1140 1854 1
1207 7580 4
5360 1466 3
1368 7753 4
3802 7423 2
2085 5198 4
3136 6220 2
4839 5301 2
5983 3741 4
3613 6362 3
2802 2663 4
3296 3378 2
5234 5878 1
7240 5289 1
1075 7132 2
441 4609 3
1757 1592 1
4762 3015 2
4941 6419 2
7641 2502 2
7148 815 4
364 6765 2
1531 5826 4
4562 3816 2
5041 4663 2
6803 5757 4
5119 7984 3
5004 6065 3
3177 3233 3
6156 905 3
3771 891 2
3670 692 1
4045 797 3
8170 4567 3
584 7590 1
6208 533 1
8110 5016 3
1391 271 2
3107 3499 3
779 1819 4
838 3332 2
5095 2481 1
1449 6618 3
7945 3096 3
7382 3899 4
7694 771 3
3147 2694 3
2734 922 2
873 1795 4
1003 3585 4
97 1281 1
7912 6554 3
3575 5791 2
1379 419 4
5938 3811 4
1120 5787 2
183 1103 1
6006 2727 2
6564 196 1
398 5488 3
1006 7997 1
6862 4469 2
446 72 4
531 4913 1
4436 3746 2
5339 3353 2
5188 6636 1
313 2108 1
2747 2158 1
6664 7408 2
3450 1631 2
4335 3850 3
3531 620 4
2162 7945 1
6820 2979 4
6769 1668 4
1946 4 4
472 5307 1
1824 7153 2
7589 5684 1
1404 1995 2
1150 5710 2
222 6570 1
2067 3473 2
4736 3484 2
1508 7638 1
4333 6267 2
5289 4378 1
5412 3581 2
3807 781 3
4298 6114 4
4413 4712 2
5660 2053 2
6726 6126 2
7516 4596 1
632 5425 4
6407 7965 3
559 4972 1
4701 607 3
2163 727 1
4650 1757 4
6514 4780 1
3368 792 4
4021 6669 2
3007 4835 2
1602 42 1
1842 7527 1
4600 1659 1
1311 6464 4
3477 5700 1
1122 287 1
3710 7383 4
6657 5635 3
7233 3973 3
212 6462 2
339 6490 3
5751 3552 3
7743 621 3
5325 1574 1
5018 4694 2
3047 4308 4
152 8048 3
2531 7776 4
2524 7982 4
2093 6404 2
2191 3092 1
5222 6060 1
1799 1114 3
4435 4011 3
3139 833 3
4256 3831 1
6847 6788 3
1878 7738 3
8007 2732 2
2761 2269 3
5804 3482 1
4008 1300 4
3152 7388 4
3418 7309 3
1008 6892 4
4126 5316 3
1913 7411 3
635 5806 4
848 4121 2
1345 2440 4
7471 3037 3
7498 7188 1
2621 1076 1
547 6108 3
3103 5272 1
3726 6259 3
4584 3375 3
804 6952 2
3673 5866 2
2684 3008 1
7303 6466 1
3476 3989 4
6048 587 3
6127 7734 4
5191 3253 1
6328 1382 3
6483 1141 2
5637 636 1
7890 1062 4
469 1003 2
4239 6977 4
4374 1897 1
6737 3352 3
6104 3703 1
3156 4124 1
6685 5025 3
687 3288 2
2256 2490 2
5161 1029 1
3194 5375 1
20 6826 1
5797 5245 4
6754 7518 1
7288 3457 2
4716 4495 3
2708 7082 4
1550 5047 1
2165 1697 3
5546 2576 3
1274 6898 1
7346 3787 1
4550 7302 3
7317 3960 4
5004 4861 4
2832 5767 1
7245 6038 2
7064 7537 2
6126 4365 1
7474 1644 2
3324 5892 1
3819 4041 2
485 7854 4
6694 8018 1
4947 7998 2
8018 1706 3
4510 7469 1
6952 2388 2
5188 1570 3
64 1154 4
7719 4456 1
1196 6631 3
5529 6175 3
7861 1188 1
705 6133 3
3620 4769 1
4075 5741 4
5844 3081 1
2389 296 1
6621 173 1
5705 4069 2
7084 3340 1
5092 3577 4
2779 6512 4
4923 3225 4
835 697 4
5777 6758 2
839 3733 1
5301 1051 2
6699 3575 1
3024 191 3
6059 329 1
4706 7031 2
2388 4771 1
6071 4858 1
967 4455 1
2613 5280 3
1614 3189 2
2815 1727 1
1905 3621 3
5838 875 2
4921 3135 1
7141 2663 1
5129 1089 2
6266 1370 4
6311 4905 2
7297 7926 2
5945 6914 4
1935 2266 4
4233 2359 2
7302 6399 4
706 7143 4
2081 6632 4
5588 7908 1
1527 509 2
168 4047 4
4940 3769 2
3421 5078 3
6379 5325 4
516 6364 4
7447 728 3
2144 1705 2
8012 6099 3
7955 5096 4
1068 2512 2
5690 1295 2
7294 1214 3
1467 5498 4
4813 5967 3
784 3833 2
206 3125 3
4774 7780 3
6046 7919 3
6177 2268 3
2354 5687 1
6908 7394 1
2938 6600 2
3583 2551 2
4882 1843 2
7273 2554 1
7532 438 3
6712 5814 4
2940 6959 1
5024 5130 2
540 354 3
7879 7326 1
423 5419 2
5154 5358 1
799 1520 2
3074 6216 2
879 2921 1
113 2498 2
6241 6372 2
8193 2411 3
2667 7192 1
3302 1389 1
888 3382 3
7731 1701 3
1900 5751 1
6120 1057 1
2044 3644 1
7108 1976 4
1859 3508 2
3944 3580 3
6118 2154 2
2944 2486 2
1934 738 1
6898 6156 3
5789 6325 2
8112 2886 1
485 3004 2
8104 6763 3
1830 7563 3
3524 6437 3
7697 3781 3
7916 4122 2
4219 6116 3
6856 1782 4
4941 1704 3
6869 4163 2
7120 1573 1
4724 5087 4
2198 3123 3
7379 5637 2
1990 2768 3
1642 3369 1
2344 3040 2
345 8111 1
5785 1344 1
3300 2847 4
3607 6923 2
3553 4137 2
6065 1277 2
1966 2973 3
408 7284 3
6976 569 4
5226 6909 1
7089 7073 2
651 1311 4
7493 3980 2
1581 5690 2
3185 509 1
4479 814 1
6326 7697 1
4873 4985 2
4676 5939 4
2150 4378 4
7449 4529 1
6734 1327 2
3027 2842 3
3610 3865 4
7452 4494 3
2029 7605 3
119 7098 2
1654 2387 3
7219 4182 2
7601 1962 3
6368 7372 1
5413 5749 3
829 4487 4
125 5072 2
4316 87 1
7217 447 2
2327 4424 3
351 7389 1
1159 521 2
7741 6003 1
2253 6771 1
6507 4813 3
3874 4195 2
4254 1555 1
7503 6975 2
216 5949 1
2676 3848 3
560 1776 2
2320 1134 3
3272 7557 4
3271 6119 4
3892 855 2
5614 1089 4
3260 337 3
6487 3604 2
772 7151 1
5777 1167 1
2900 7200 3
5564 1308 2
1176 2514 3
6538 1659 1
5231 6970 2
5387 6088 4
7376 7228 4
5297 3176 1
3880 3335 4
1390 4148 1
5863 1169 3
4955 4837 2
6982 3104 1
6945 1665 2
2969 7326 3
4756 7027 2
2815 2265 2
3670 2407 4
3705 367 2
5281 5138 1
6092 240 3
3710 3792 3
3813 4635 2
7236 2311 4
199 111 1
477 6427 4
3420 2141 3
6913 2008 1
6785 5595 2
3726 6601 2
1955 6602 1
2537 3674 2
58 717 1
693 2134 2
7450 5942 3
1551 6379 1
990 3276 1
2644 5186 4
7146 2199 1
5356 7549 1
5396 4152 4
4236 4582 1
4660 1308 4
2917 6340 4
3492 5464 2
7531 5517 3
3548 5586 4
3904 5699 2
18 745 1
905 3034 2
1903 4589 4
3021 602 1
175 6314 4
4128 5604 3
6620 3545 3
44 1857 4
2937 4566 1
778 3910 4
8154 4451 4
7188 3143 2
6706 4394 2
738 1342 1
636 2702 1
3366 3783 2
6412 119 2
2274 6966 1
251 1755 4
8120 5372 2
8055 6615 2
2206 5896 3
100 1268 4
7504 3763 2
6971 4240 3
3660 2100 4
4909 5530 2
5444 1575 4
6440 7522 4
98 6854 1
3718 5175 1
850 1260 2
6369 5035 4
935 2843 3
7030 3666 2
855 172 2
6243 245 2
4101 7506 3
166 5577 4
5701 241 2
2864 3997 1
7816 5968 3
3030 4364 3
2357 2853 1
1352 7760 3
1508 2245 3
2126 7596 2
4348 5024 3
1330 2738 4
7844 2997 4
6111 4930 2
4605 7679 4
968 1854 1
2307 462 1
2687 4739 4
205 6422 3
4023 2333 2
2057 7938 1
2042 14 4
483 501 4
5918 3265 2
3641 2691 4
5241 5566 3
7637 6306 3
4266 957 1
4316 5935 1
3337 6599 2
3736 4460 3
8039 272 3
6126 4673 1
5485 3344 2
3121 7706 1
5329 7045 2
5701 8116 1
4197 5226 1
1481 1509 3
7428 973 2
6643 1412 1
254 3986 1
3803 317 1
6085 2013 3
5497 423 3
6256 307 4
3804 3846 4
1279 7322 3
3921 2090 1
2260 1741 3
3738 5013 3
5649 1053 4
5448 1490 2
4833 5030 4
3638 7639 1
3217 6830 3
1823 3772 1
3153 879 4
3922 3844 1
8004 1240 1
6604 6963 1
2134 2941 2
3048 3482 4
6411 2266 2
7015 468 3
2188 3931 1
6439 3110 1
5340 7222 2
7096 993 4
2059 4802 2
1064 1570 2
2435 2996 3
2959 1049 2
1896 2739 4
4304 4986 2
5806 8007 3
4137 7440 2
407 6550 3
7975 4124 3
7356 6771 3
1172 1207 2
4516 6279 3
4122 7616 3
1202 817 3
1071 1360 1
6459 4861 3
2398 8088 3
4103 497 1
36 819 1
4597 6231 3
2203 1674 1
4140 6253 4
4920 7862 2
7860 2625 2
1848 1568 2
5840 5899 1
7530 5516 1
1509 688 3
6320 728 3
2408 3981 3
7546 1250 4
6109 7915 4
7257 2223 3
7644 2736 4
3808 4998 3
1854 5698 4
1043 3178 4
4209 6905 1
3061 753 4
5314 5342 4
4384 2215 4
5117 5209 3
2478 2772 2
341 7336 4
438 2228 2
5679 4575 2
1263 4443 4
6273 465 4
2009 2558 3
4810 733 4
6816 2065 3
4061 1855 4
1932 786 4
7497 2412 3
2002 7073 3
3752 7972 3
2209 2014 2
3726 6330 1
6736 5854 1
4201 142 4
6342 426 1
4565 7048 2
1145 5981 3
2888 2682 2
3333 6281 3
134 2369 2
4984 4862 4
4934 7124 3
5503 4216 3
5461 7594 1
4209 7033 4
906 2629 1
4691 7945 2
3288 5978 2
2422 3905 3
7422 7644 2
2374 2142 1
4696 6675 1
7100 5035 2
1235 5800 2
3219 6408 4
1182 6137 4
1473 5143 4
5973 7960 4
7739 2081 2
4006 2023 4
2102 4263 2
5924 6661 2
3557 3576 3
5270 2604 2
3513 2420 4
6871 4991 1
3722 7439 3
996 4489 4
4375 5369 4
5206 2473 4
8160 4382 1
824 5378 4
4227 3272 1
4969 3824 3
670 5349 2
1404 7992 1
642 112 4
3929 353 2
5017 1513 2
6246 2147 4
3250 8133 1
2274 2730 2
1334 2245 2
1081 6782 1
197 2945 4
4736 1059 1
6475 6714 1
5270 952 1
1956 7155 2
4150 1328 1
6842 5200 3
4613 298 2
5521 8046 3
2837 6967 2
667 8171 3
1804 6005 1
1362 5547 3
3787 5760 1
2424 6524 4
862 7184 4
2057 5383 1
4138 6487 4
6215 6144 4
7588 3321 3
5116 7703 1
838 5749 1
4761 3861 2
5071 4887 4
2862 7064 2
4530 1406 2
6263 4413 3
6100 7101 4
3894 7889 3
2545 7755 1
1236 7917 3
8105 2324 1
6332 638 4
1458 5404 1
2295 6109 1
4547 3862 2
5187 7648 1
3750 2633 2
3145 2014 3
263 6414 3
7863 8091 1
1394 6038 2
3359 775 4
4955 2155 1
1351 1143 1
5256 444 2
5857 2606 4
3910 3757 2
509 4371 3
2086 2558 4
5127 4237 4
438 4895 3
1635 6921 4
6173 4046 3
3364 6331 2
6154 7946 1
4521 1031 4
2531 4305 3
3194 2547 3
5569 6860 1
8118 2437 2
378 5905 1
4866 5289 2
5979 3174 1
7480 2809 1
5110 1317 3
777 4643 4
4882 8181 2
946 6552 1
5446 6378 2
1289 4123 4
2158 874 3
4227 4688 3
1046 780 2
4715 4979 3
1902 4263 2
2585 2017 3
5535 588 1
7066 3039 2
6670 35 1
5013 5286 3
2748 6361 1
3090 8153 3
1260 4116 3
7384 2749 4
7479 5318 1
4458 7968 1
3820 2378 1
6445 2156 2
4028 7913 2
4103 4423 3
1464 5141 3
7219 5988 1
6662 5250 1
1419 5532 2
2712 7445 3
1719 4124 1
2141 2818 4
1563 1785 4
4735 6352 1
6695 6533 3
1262 6273 4
2675 6335 3
3632 7607 4
2158 2970 3
6981 1597 3
5221 540 1
4068 5522 2
1035 6834 3
2726 1823 4
702 2057 1
8098 7477 2
4409 2501 2
4464 7531 4
7427 229 1
2898 1526 4
2912 5974 3
4535 7427 2
3858 4329 3
7015 4008 2
1506 4733 2
437 3448 2
5265 836 4
924 4886 2
6653 4877 2
4750 4676 2
2747 3928 1
881 3991 4
5953 7953 4
6880 5511 1
6908 4649 2
4874 2804 3
892 6315 3
5106 4929 4
7672 2075 3
2522 1381 2
2417 3629 1
2723 7118 4
2242 3512 2
4728 4729 2
855 5078 2
1189 2337 4
1284 3442 1
3980 3488 4
4775 4406 2
6385 1568 3
5489 1890 1
3777 2472 3
6456 5997 3
4154 5690 2
6630 4898 3
6079 2019 2
1179 2005 3
7105 2401 2
4621 1667 4
3195 4399 4
4308 1732 1
1343 7039 2
7252 4005 2
254 8003 3
4470 4612 4
7575 3378 4
5872 1394 2
3428 1096 4
5968 3814 1
7689 4179 1
6510 6737 1
3767 8025 2
8009 2186 1
4873 823 4
3831 7822 3
2971 7062 4
5868 3762 2
7924 1435 4
1190 145 4
6955 6553 4
2092 5668 1
3941 5937 4
3108 4921 4
7506 4337 4
1249 451 4
4051 7989 3
6563 2717 3
2748 5183 4
2757 581 3
5349 5045 1
5006 1332 4
7122 4032 2
615 3078 4
2373 5660 1
611 1830 3
1319 7888 4
5364 7422 3
1336 4743 2
249 3926 1
4251 7096 4
4743 601 4
7347 5057 3
6365 2827 1
8079 3858 1
6863 1245 3
8022 1477 1
7067 946 4
1941 2276 4
3087 2516 3
2840 6574 1
7794 2042 1
6220 683 4
5217 6034 3
382 305 4
516 4961 3
6197 6212 4
6967 5489 4
7677 1332 4
7112 2349 2
5275 122 1
7150 3521 4
3468 4619 4
1102 4164 1
6444 2468 4
557 1108 2
7441 5967 1
7513 1583 2
4338 1299 3
468 4601 1
1897 5727 4
154 7075 3
2765 767 1
7562 8033 1
3059 1575 1
1839 2648 3
371 3978 3
4876 3508 2
7221 2065 3
6834 6401 2
754 3356 2
2154 7525 2
3294 1498 1
4585 1108 1
2418 1872 4
630 6597 1
1474 5216 4
3078 2264 1
4971 6612 1
7869 6931 2
2135 7415 4
88 4694 3
803 7607 3
2952 3617 1
200 7502 3
7653 7986 4
1383 3219 4
3814 1514 4
6907 5091 4
5082 108 3
5679 3008 4
4928 2709 4
4766 5478 2
4552 3900 1
4178 2424 4
2311 1300 4
5539 6099 4
944 6061 3
4460 2268 1
5842 1601 2
6035 6736 3
6415 6698 4
3773 3234 3
7219 8029 3
7654 3072 1
3175 3182 1
4708 4949 1
7504 5454 4
1605 260 3
5818 5550 4
2002 7379 1
1013 1228 2
7449 5825 1
663 4595 4
3393 5125 1
6515 7241 3
5337 3160 3
3399 6962 2
1998 2415 1
440 243 2
3740 6958 1
3319 938 3
3876 6096 3
1563 7452 3
6551 5068 3
3625 1301 2
6938 4490 4
3699 8198 4
5548 1608 4
5315 1984 4
2642 7936 4
6613 6341 1
5058 2054 3
7101 7991 2
718 3300 1
3357 137 2
4346 4558 3
6751 2505 3
1038 1820 4
855 6659 3
1634 3214 2
6865 3453 2
3513 971 2
5884 2925 1
2025 4146 1
7894 3059 3
4610 7403 1
7591 3273 1
3895 2041 1
8145 1759 4
6045 4557 3
1062 2481 3
7587 2355 2
475 6303 1
485 6455 3
3841 130 3
2736 1577 2
986 5734 2
4869 6119 2
1064 2377 2
5103 3966 4
1936 6329 2
3956 2794 1
5132 5595 2
1823 5183 4
1633 837 2
834 5425 4
1653 5102 2
4206 125 2
458 7466 1
2602 3502 2
6160 1953 4
6098 85 4
6054 287 3
5562 6801 2
1929 5824 3
6799 6686 3
4874 2921 2
620 3949 3
3755 6479 3
8008 720 4
6668 3299 3
710 5797 2
6424 5689 1
1885 7790 4
4085 4908 2
2600 3743 2
7934 6502 3
4924 1815 3
4577 2971 1
548 3077 3
275 4468 4
